%time,field.clock
142789000000,142789000000
142790000000,142790000000
142791000000,142791000000
142792000000,142792000000
142793000000,142793000000
142794000000,142794000000
142795000000,142795000000
142796000000,142796000000
142797000000,142797000000
142798000000,142798000000
142799000000,142799000000
142800000000,142800000000
142801000000,142801000000
142802000000,142802000000
142803000000,142803000000
142804000000,142804000000
142805000000,142805000000
142806000000,142806000000
142807000000,142807000000
142808000000,142808000000
142809000000,142809000000
142810000000,142810000000
142811000000,142811000000
142812000000,142812000000
142813000000,142813000000
142814000000,142814000000
142815000000,142815000000
142816000000,142816000000
142817000000,142817000000
142818000000,142818000000
142819000000,142819000000
142820000000,142820000000
142821000000,142821000000
142822000000,142822000000
142823000000,142823000000
142824000000,142824000000
142825000000,142825000000
142826000000,142826000000
142827000000,142827000000
142828000000,142828000000
142829000000,142829000000
142830000000,142830000000
142831000000,142831000000
142832000000,142832000000
142833000000,142833000000
142834000000,142834000000
142835000000,142835000000
142836000000,142836000000
142837000000,142837000000
142838000000,142838000000
142839000000,142839000000
142840000000,142840000000
142841000000,142841000000
142842000000,142842000000
142843000000,142843000000
142844000000,142844000000
142845000000,142845000000
142846000000,142846000000
142847000000,142847000000
142848000000,142848000000
142849000000,142849000000
142850000000,142850000000
142851000000,142851000000
142852000000,142852000000
142853000000,142853000000
142854000000,142854000000
142855000000,142855000000
142856000000,142856000000
142857000000,142857000000
142858000000,142858000000
142859000000,142859000000
142860000000,142860000000
142861000000,142861000000
142862000000,142862000000
142863000000,142863000000
142864000000,142864000000
142865000000,142865000000
142866000000,142866000000
142867000000,142867000000
142868000000,142868000000
142869000000,142869000000
142870000000,142870000000
142871000000,142871000000
142872000000,142872000000
142873000000,142873000000
142874000000,142874000000
142875000000,142875000000
142876000000,142876000000
142877000000,142877000000
142878000000,142878000000
142879000000,142879000000
142880000000,142880000000
142881000000,142881000000
142882000000,142882000000
142883000000,142883000000
142884000000,142884000000
142885000000,142885000000
142886000000,142886000000
142887000000,142887000000
142888000000,142888000000
142889000000,142889000000
142890000000,142890000000
142891000000,142891000000
142892000000,142892000000
142893000000,142893000000
142894000000,142894000000
142895000000,142895000000
142896000000,142896000000
142897000000,142897000000
142898000000,142898000000
142899000000,142899000000
142900000000,142900000000
142901000000,142901000000
142902000000,142902000000
142903000000,142903000000
142904000000,142904000000
142905000000,142905000000
142906000000,142906000000
142907000000,142907000000
142908000000,142908000000
142909000000,142909000000
142910000000,142910000000
142911000000,142911000000
142912000000,142912000000
142913000000,142913000000
142914000000,142914000000
142915000000,142915000000
142916000000,142916000000
142917000000,142917000000
142918000000,142918000000
142919000000,142919000000
142920000000,142920000000
142921000000,142921000000
142922000000,142922000000
142923000000,142923000000
142924000000,142924000000
142925000000,142925000000
142926000000,142926000000
142927000000,142927000000
142928000000,142928000000
142929000000,142929000000
142930000000,142930000000
142931000000,142931000000
142932000000,142932000000
142933000000,142933000000
142934000000,142934000000
142935000000,142935000000
142936000000,142936000000
142937000000,142937000000
142938000000,142938000000
142939000000,142939000000
142940000000,142940000000
142941000000,142941000000
142942000000,142942000000
142943000000,142943000000
142944000000,142944000000
142945000000,142945000000
142946000000,142946000000
142947000000,142947000000
142948000000,142948000000
142949000000,142949000000
142950000000,142950000000
142951000000,142951000000
142952000000,142952000000
142953000000,142953000000
142954000000,142954000000
142955000000,142955000000
142956000000,142956000000
142957000000,142957000000
142958000000,142958000000
142959000000,142959000000
142960000000,142960000000
142961000000,142961000000
142962000000,142962000000
142963000000,142963000000
142964000000,142964000000
142965000000,142965000000
142966000000,142966000000
142967000000,142967000000
142968000000,142968000000
142969000000,142969000000
142970000000,142970000000
142971000000,142971000000
142972000000,142972000000
142973000000,142973000000
142974000000,142974000000
142975000000,142975000000
142976000000,142976000000
142976000000,142977000000
142978000000,142978000000
142979000000,142979000000
142980000000,142980000000
142981000000,142981000000
142982000000,142982000000
142983000000,142983000000
142984000000,142984000000
142985000000,142985000000
142986000000,142986000000
142987000000,142987000000
142988000000,142988000000
142989000000,142989000000
142990000000,142990000000
142991000000,142991000000
142992000000,142992000000
142993000000,142993000000
142994000000,142994000000
142995000000,142995000000
142996000000,142996000000
142997000000,142997000000
142998000000,142998000000
142999000000,142999000000
143000000000,143000000000
143001000000,143001000000
143002000000,143002000000
143003000000,143003000000
143004000000,143004000000
143005000000,143005000000
143006000000,143006000000
143007000000,143007000000
143008000000,143008000000
143009000000,143009000000
143010000000,143010000000
143011000000,143011000000
143012000000,143012000000
143013000000,143013000000
143014000000,143014000000
143015000000,143015000000
143016000000,143016000000
143017000000,143017000000
143018000000,143018000000
143019000000,143019000000
143020000000,143020000000
143021000000,143021000000
143022000000,143022000000
143023000000,143023000000
143024000000,143024000000
143025000000,143025000000
143026000000,143026000000
143027000000,143027000000
143028000000,143028000000
143029000000,143029000000
143030000000,143030000000
143031000000,143031000000
143032000000,143032000000
143033000000,143033000000
143034000000,143034000000
143035000000,143035000000
143036000000,143036000000
143037000000,143037000000
143038000000,143038000000
143039000000,143039000000
143040000000,143040000000
143041000000,143041000000
143042000000,143042000000
143043000000,143043000000
143044000000,143044000000
143045000000,143045000000
143046000000,143046000000
143047000000,143047000000
143048000000,143048000000
143049000000,143049000000
143050000000,143050000000
143051000000,143051000000
143052000000,143052000000
143053000000,143053000000
143054000000,143054000000
143055000000,143055000000
143056000000,143056000000
143057000000,143057000000
143058000000,143058000000
143059000000,143059000000
143060000000,143060000000
143061000000,143061000000
143062000000,143062000000
143063000000,143063000000
143064000000,143064000000
143065000000,143065000000
143066000000,143066000000
143067000000,143067000000
143068000000,143068000000
143069000000,143069000000
143070000000,143070000000
143071000000,143071000000
143072000000,143072000000
143073000000,143073000000
143074000000,143074000000
143075000000,143075000000
143076000000,143076000000
143077000000,143077000000
143078000000,143078000000
143079000000,143079000000
143080000000,143080000000
143081000000,143081000000
143082000000,143082000000
143083000000,143083000000
143084000000,143084000000
143085000000,143085000000
143086000000,143086000000
143087000000,143087000000
143088000000,143088000000
143089000000,143089000000
143090000000,143090000000
143091000000,143091000000
143092000000,143092000000
143093000000,143093000000
143094000000,143094000000
143095000000,143095000000
143096000000,143096000000
143097000000,143097000000
143098000000,143098000000
143099000000,143099000000
143100000000,143100000000
143100000000,143101000000
143102000000,143102000000
143103000000,143103000000
143104000000,143104000000
143105000000,143105000000
143106000000,143106000000
143107000000,143107000000
143108000000,143108000000
143109000000,143109000000
143110000000,143110000000
143111000000,143111000000
143112000000,143112000000
143113000000,143113000000
143114000000,143114000000
143115000000,143115000000
143116000000,143116000000
143117000000,143117000000
143118000000,143118000000
143119000000,143119000000
143120000000,143120000000
143121000000,143121000000
143122000000,143122000000
143123000000,143123000000
143124000000,143124000000
143125000000,143125000000
143126000000,143126000000
143127000000,143127000000
143128000000,143128000000
143129000000,143129000000
143130000000,143130000000
143131000000,143131000000
143132000000,143132000000
143133000000,143133000000
143134000000,143134000000
143135000000,143135000000
143136000000,143136000000
143137000000,143137000000
143138000000,143138000000
143139000000,143139000000
143140000000,143140000000
143141000000,143141000000
143142000000,143142000000
143143000000,143143000000
143144000000,143144000000
143145000000,143145000000
143146000000,143146000000
143147000000,143147000000
143148000000,143148000000
143149000000,143149000000
143150000000,143150000000
143151000000,143151000000
143152000000,143152000000
143153000000,143153000000
143154000000,143154000000
143155000000,143155000000
143156000000,143156000000
143157000000,143157000000
143158000000,143158000000
143159000000,143159000000
143160000000,143160000000
143161000000,143161000000
143162000000,143162000000
143163000000,143163000000
143164000000,143164000000
143165000000,143165000000
143166000000,143166000000
143167000000,143167000000
143168000000,143168000000
143169000000,143169000000
143170000000,143170000000
143171000000,143171000000
143172000000,143172000000
143173000000,143173000000
143174000000,143174000000
143175000000,143175000000
143176000000,143176000000
143176000000,143177000000
143178000000,143178000000
143179000000,143179000000
143180000000,143180000000
143181000000,143181000000
143182000000,143182000000
143183000000,143183000000
143184000000,143184000000
143185000000,143185000000
143186000000,143186000000
143187000000,143187000000
143188000000,143188000000
143189000000,143189000000
143190000000,143190000000
143191000000,143191000000
143192000000,143192000000
143193000000,143193000000
143194000000,143194000000
143195000000,143195000000
143196000000,143196000000
143197000000,143197000000
143198000000,143198000000
143199000000,143199000000
143200000000,143200000000
143201000000,143201000000
143202000000,143202000000
143203000000,143203000000
143204000000,143204000000
143205000000,143205000000
143206000000,143206000000
143207000000,143207000000
143208000000,143208000000
143209000000,143209000000
143210000000,143210000000
143211000000,143211000000
143212000000,143212000000
143213000000,143213000000
143214000000,143214000000
143215000000,143215000000
143216000000,143216000000
143217000000,143217000000
143218000000,143218000000
143219000000,143219000000
143220000000,143220000000
143221000000,143221000000
143222000000,143222000000
143223000000,143223000000
143224000000,143224000000
143225000000,143225000000
143226000000,143226000000
143227000000,143227000000
143228000000,143228000000
143229000000,143229000000
143230000000,143230000000
143231000000,143231000000
143232000000,143232000000
143233000000,143233000000
143234000000,143234000000
143235000000,143235000000
143236000000,143236000000
143236000000,143237000000
143238000000,143238000000
143239000000,143239000000
143240000000,143240000000
143241000000,143241000000
143242000000,143242000000
143243000000,143243000000
143244000000,143244000000
143245000000,143245000000
143246000000,143246000000
143247000000,143247000000
143248000000,143248000000
143249000000,143249000000
143250000000,143250000000
143251000000,143251000000
143252000000,143252000000
143253000000,143253000000
143254000000,143254000000
143255000000,143255000000
143256000000,143256000000
143257000000,143257000000
143258000000,143258000000
143259000000,143259000000
143260000000,143260000000
143261000000,143261000000
143262000000,143262000000
143263000000,143263000000
143264000000,143264000000
143265000000,143265000000
143266000000,143266000000
143267000000,143267000000
143268000000,143268000000
143269000000,143269000000
143270000000,143270000000
143271000000,143271000000
143272000000,143272000000
143273000000,143273000000
143274000000,143274000000
143275000000,143275000000
143276000000,143276000000
143277000000,143277000000
143278000000,143278000000
143279000000,143279000000
143280000000,143280000000
143281000000,143281000000
143282000000,143282000000
143283000000,143283000000
143284000000,143284000000
143285000000,143285000000
143286000000,143286000000
143287000000,143287000000
143288000000,143288000000
143289000000,143289000000
143290000000,143290000000
143291000000,143291000000
143292000000,143292000000
143292000000,143293000000
143294000000,143294000000
143295000000,143295000000
143296000000,143296000000
143297000000,143297000000
143298000000,143298000000
143299000000,143299000000
143300000000,143300000000
143300000000,143301000000
143302000000,143302000000
143303000000,143303000000
143304000000,143304000000
143305000000,143305000000
143306000000,143306000000
143307000000,143307000000
143308000000,143308000000
143309000000,143309000000
143310000000,143310000000
143311000000,143311000000
143312000000,143312000000
143313000000,143313000000
143314000000,143314000000
143315000000,143315000000
143316000000,143316000000
143317000000,143317000000
143318000000,143318000000
143319000000,143319000000
143320000000,143320000000
143321000000,143321000000
143322000000,143322000000
143323000000,143323000000
143324000000,143324000000
143325000000,143325000000
143326000000,143326000000
143327000000,143327000000
143328000000,143328000000
143329000000,143329000000
143330000000,143330000000
143331000000,143331000000
143332000000,143332000000
143333000000,143333000000
143334000000,143334000000
143335000000,143335000000
143336000000,143336000000
143337000000,143337000000
143338000000,143338000000
143339000000,143339000000
143340000000,143340000000
143341000000,143341000000
143342000000,143342000000
143343000000,143343000000
143344000000,143344000000
143345000000,143345000000
143346000000,143346000000
143347000000,143347000000
143348000000,143348000000
143349000000,143349000000
143350000000,143350000000
143351000000,143351000000
143352000000,143352000000
143353000000,143353000000
143354000000,143354000000
143355000000,143355000000
143356000000,143356000000
143357000000,143357000000
143358000000,143358000000
143359000000,143359000000
143360000000,143360000000
143361000000,143361000000
143362000000,143362000000
143363000000,143363000000
143364000000,143364000000
143365000000,143365000000
143366000000,143366000000
143367000000,143367000000
143368000000,143368000000
143369000000,143369000000
143370000000,143370000000
143371000000,143371000000
143372000000,143372000000
143373000000,143373000000
143374000000,143374000000
143375000000,143375000000
143376000000,143376000000
143377000000,143377000000
143378000000,143378000000
143379000000,143379000000
143380000000,143380000000
143381000000,143381000000
143382000000,143382000000
143383000000,143383000000
143384000000,143384000000
143385000000,143385000000
143386000000,143386000000
143387000000,143387000000
143388000000,143388000000
143389000000,143389000000
143390000000,143390000000
143391000000,143391000000
143392000000,143392000000
143393000000,143393000000
143394000000,143394000000
143395000000,143395000000
143396000000,143396000000
143397000000,143397000000
143398000000,143398000000
143399000000,143399000000
143400000000,143400000000
143401000000,143401000000
143402000000,143402000000
143403000000,143403000000
143404000000,143404000000
143405000000,143405000000
143406000000,143406000000
143407000000,143407000000
143408000000,143408000000
143409000000,143409000000
143410000000,143410000000
143411000000,143411000000
143412000000,143412000000
143413000000,143413000000
143414000000,143414000000
143415000000,143415000000
143416000000,143416000000
143416000000,143417000000
143418000000,143418000000
143419000000,143419000000
143420000000,143420000000
143421000000,143421000000
143422000000,143422000000
143423000000,143423000000
143424000000,143424000000
143425000000,143425000000
143426000000,143426000000
143427000000,143427000000
143428000000,143428000000
143429000000,143429000000
143430000000,143430000000
143431000000,143431000000
143432000000,143432000000
143433000000,143433000000
143434000000,143434000000
143435000000,143435000000
143436000000,143436000000
143437000000,143437000000
143438000000,143438000000
143439000000,143439000000
143440000000,143440000000
143441000000,143441000000
143442000000,143442000000
143443000000,143443000000
143444000000,143444000000
143445000000,143445000000
143446000000,143446000000
143447000000,143447000000
143448000000,143448000000
143449000000,143449000000
143450000000,143450000000
143451000000,143451000000
143452000000,143452000000
143453000000,143453000000
143454000000,143454000000
143455000000,143455000000
143456000000,143456000000
143457000000,143457000000
143458000000,143458000000
143459000000,143459000000
143460000000,143460000000
143461000000,143461000000
143462000000,143462000000
143463000000,143463000000
143464000000,143464000000
143465000000,143465000000
143466000000,143466000000
143467000000,143467000000
143468000000,143468000000
143468000000,143469000000
143470000000,143470000000
143471000000,143471000000
143472000000,143472000000
143473000000,143473000000
143474000000,143474000000
143475000000,143475000000
143476000000,143476000000
143477000000,143477000000
143478000000,143478000000
143479000000,143479000000
143480000000,143480000000
143481000000,143481000000
143482000000,143482000000
143483000000,143483000000
143484000000,143484000000
143485000000,143485000000
143486000000,143486000000
143487000000,143487000000
143488000000,143488000000
143489000000,143489000000
143490000000,143490000000
143491000000,143491000000
143492000000,143492000000
143493000000,143493000000
143494000000,143494000000
143495000000,143495000000
143496000000,143496000000
143497000000,143497000000
143498000000,143498000000
143499000000,143499000000
143500000000,143500000000
143501000000,143501000000
143502000000,143502000000
143503000000,143503000000
143504000000,143504000000
143505000000,143505000000
143506000000,143506000000
143507000000,143507000000
143508000000,143508000000
143509000000,143509000000
143510000000,143510000000
143511000000,143511000000
143512000000,143512000000
143513000000,143513000000
143514000000,143514000000
143515000000,143515000000
143516000000,143516000000
143516000000,143517000000
143518000000,143518000000
143519000000,143519000000
143520000000,143520000000
143521000000,143521000000
143522000000,143522000000
143523000000,143523000000
143524000000,143524000000
143525000000,143525000000
143526000000,143526000000
143527000000,143527000000
143528000000,143528000000
143529000000,143529000000
143530000000,143530000000
143531000000,143531000000
143532000000,143532000000
143533000000,143533000000
143534000000,143534000000
143535000000,143535000000
143536000000,143536000000
143537000000,143537000000
143538000000,143538000000
143539000000,143539000000
143540000000,143540000000
143541000000,143541000000
143542000000,143542000000
143542000000,143543000000
143544000000,143544000000
143545000000,143545000000
143546000000,143546000000
143547000000,143547000000
143548000000,143548000000
143549000000,143549000000
143549000000,143550000000
143551000000,143551000000
143552000000,143552000000
143553000000,143553000000
143554000000,143554000000
143555000000,143555000000
143556000000,143556000000
143557000000,143557000000
143558000000,143558000000
143559000000,143559000000
143560000000,143560000000
143560000000,143561000000
143562000000,143562000000
143563000000,143563000000
143564000000,143564000000
143565000000,143565000000
143566000000,143566000000
143567000000,143567000000
143568000000,143568000000
143569000000,143569000000
143570000000,143570000000
143571000000,143571000000
143572000000,143572000000
143573000000,143573000000
143574000000,143574000000
143575000000,143575000000
143576000000,143576000000
143577000000,143577000000
143578000000,143578000000
143579000000,143579000000
143580000000,143580000000
143581000000,143581000000
143582000000,143582000000
143583000000,143583000000
143584000000,143584000000
143585000000,143585000000
143586000000,143586000000
143587000000,143587000000
143588000000,143588000000
143589000000,143589000000
143590000000,143590000000
143591000000,143591000000
143592000000,143592000000
143593000000,143593000000
143594000000,143594000000
143595000000,143595000000
143596000000,143596000000
143597000000,143597000000
143598000000,143598000000
143599000000,143599000000
143600000000,143600000000
143601000000,143601000000
143602000000,143602000000
143603000000,143603000000
143604000000,143604000000
143605000000,143605000000
143606000000,143606000000
143607000000,143607000000
143608000000,143608000000
143609000000,143609000000
143610000000,143610000000
143611000000,143611000000
143612000000,143612000000
143613000000,143613000000
143614000000,143614000000
143615000000,143615000000
143616000000,143616000000
143617000000,143617000000
143618000000,143618000000
143619000000,143619000000
143620000000,143620000000
143621000000,143621000000
143622000000,143622000000
143623000000,143623000000
143624000000,143624000000
143625000000,143625000000
143626000000,143626000000
143627000000,143627000000
143628000000,143628000000
143629000000,143629000000
143630000000,143630000000
143631000000,143631000000
143632000000,143632000000
143633000000,143633000000
143634000000,143634000000
143635000000,143635000000
143636000000,143636000000
143637000000,143637000000
143638000000,143638000000
143639000000,143639000000
143640000000,143640000000
143641000000,143641000000
143642000000,143642000000
143643000000,143643000000
143644000000,143644000000
143645000000,143645000000
143646000000,143646000000
143647000000,143647000000
143648000000,143648000000
143649000000,143649000000
143650000000,143650000000
143651000000,143651000000
143652000000,143652000000
143653000000,143653000000
143654000000,143654000000
143655000000,143655000000
143656000000,143656000000
143657000000,143657000000
143658000000,143658000000
143659000000,143659000000
143660000000,143660000000
143661000000,143661000000
143662000000,143662000000
143663000000,143663000000
143664000000,143664000000
143665000000,143665000000
143666000000,143666000000
143667000000,143667000000
143668000000,143668000000
143669000000,143669000000
143670000000,143670000000
143671000000,143671000000
143672000000,143672000000
143673000000,143673000000
143674000000,143674000000
143675000000,143675000000
143676000000,143676000000
143677000000,143677000000
143678000000,143678000000
143679000000,143679000000
143680000000,143680000000
143681000000,143681000000
143682000000,143682000000
143683000000,143683000000
143684000000,143684000000
143685000000,143685000000
143686000000,143686000000
143687000000,143687000000
143688000000,143688000000
143689000000,143689000000
143690000000,143690000000
143691000000,143691000000
143692000000,143692000000
143693000000,143693000000
143694000000,143694000000
143695000000,143695000000
143696000000,143696000000
143697000000,143697000000
143698000000,143698000000
143699000000,143699000000
143700000000,143700000000
143701000000,143701000000
143702000000,143702000000
143703000000,143703000000
143704000000,143704000000
143705000000,143705000000
143706000000,143706000000
143707000000,143707000000
143708000000,143708000000
143708000000,143709000000
143710000000,143710000000
143711000000,143711000000
143712000000,143712000000
143713000000,143713000000
143714000000,143714000000
143715000000,143715000000
143716000000,143716000000
143717000000,143717000000
143718000000,143718000000
143719000000,143719000000
143720000000,143720000000
143721000000,143721000000
143722000000,143722000000
143723000000,143723000000
143724000000,143724000000
143725000000,143725000000
143726000000,143726000000
143727000000,143727000000
143728000000,143728000000
143729000000,143729000000
143730000000,143730000000
143731000000,143731000000
143732000000,143732000000
143733000000,143733000000
143734000000,143734000000
143735000000,143735000000
143736000000,143736000000
143736000000,143737000000
143738000000,143738000000
143739000000,143739000000
143740000000,143740000000
143741000000,143741000000
143742000000,143742000000
143743000000,143743000000
143744000000,143744000000
143744000000,143745000000
143746000000,143746000000
143747000000,143747000000
143748000000,143748000000
143749000000,143749000000
143750000000,143750000000
143751000000,143751000000
143752000000,143752000000
143753000000,143753000000
143754000000,143754000000
143755000000,143755000000
143756000000,143756000000
143757000000,143757000000
143758000000,143758000000
143759000000,143759000000
143760000000,143760000000
143761000000,143761000000
143762000000,143762000000
143763000000,143763000000
143764000000,143764000000
143765000000,143765000000
143766000000,143766000000
143767000000,143767000000
143768000000,143768000000
143769000000,143769000000
143770000000,143770000000
143771000000,143771000000
143772000000,143772000000
143773000000,143773000000
143774000000,143774000000
143775000000,143775000000
143776000000,143776000000
143776000000,143777000000
143778000000,143778000000
143779000000,143779000000
143780000000,143780000000
143781000000,143781000000
143782000000,143782000000
143783000000,143783000000
143784000000,143784000000
143785000000,143785000000
143786000000,143786000000
143787000000,143787000000
143788000000,143788000000
143789000000,143789000000
143790000000,143790000000
143791000000,143791000000
143792000000,143792000000
143793000000,143793000000
143794000000,143794000000
143795000000,143795000000
143796000000,143796000000
143797000000,143797000000
143798000000,143798000000
143799000000,143799000000
143800000000,143800000000
143800000000,143801000000
143802000000,143802000000
143803000000,143803000000
143804000000,143804000000
143805000000,143805000000
143806000000,143806000000
143807000000,143807000000
143808000000,143808000000
143809000000,143809000000
143810000000,143810000000
143811000000,143811000000
143812000000,143812000000
143813000000,143813000000
143814000000,143814000000
143815000000,143815000000
143816000000,143816000000
143817000000,143817000000
143818000000,143818000000
143819000000,143819000000
143820000000,143820000000
143821000000,143821000000
143822000000,143822000000
143823000000,143823000000
143824000000,143824000000
143824000000,143825000000
143826000000,143826000000
143827000000,143827000000
143828000000,143828000000
143829000000,143829000000
143830000000,143830000000
143831000000,143831000000
143832000000,143832000000
143832000000,143833000000
143834000000,143834000000
143835000000,143835000000
143836000000,143836000000
143837000000,143837000000
143838000000,143838000000
143839000000,143839000000
143840000000,143840000000
143841000000,143841000000
143842000000,143842000000
143843000000,143843000000
143844000000,143844000000
143845000000,143845000000
143846000000,143846000000
143847000000,143847000000
143848000000,143848000000
143849000000,143849000000
143850000000,143850000000
143851000000,143851000000
143852000000,143852000000
143852000000,143853000000
143854000000,143854000000
143855000000,143855000000
143856000000,143856000000
143857000000,143857000000
143858000000,143858000000
143859000000,143859000000
143860000000,143860000000
143861000000,143861000000
143862000000,143862000000
143863000000,143863000000
143864000000,143864000000
143865000000,143865000000
143866000000,143866000000
143867000000,143867000000
143868000000,143868000000
143869000000,143869000000
143870000000,143870000000
143871000000,143871000000
143872000000,143872000000
143873000000,143873000000
143874000000,143874000000
143875000000,143875000000
143876000000,143876000000
143877000000,143877000000
143878000000,143878000000
143878000000,143879000000
143880000000,143880000000
143881000000,143881000000
143882000000,143882000000
143883000000,143883000000
143884000000,143884000000
143885000000,143885000000
143886000000,143886000000
143886000000,143887000000
143888000000,143888000000
143889000000,143889000000
143890000000,143890000000
143891000000,143891000000
143892000000,143892000000
143893000000,143893000000
143894000000,143894000000
143895000000,143895000000
143896000000,143896000000
143897000000,143897000000
143898000000,143898000000
143899000000,143899000000
143900000000,143900000000
143901000000,143901000000
143902000000,143902000000
143903000000,143903000000
143904000000,143904000000
143905000000,143905000000
143906000000,143906000000
143907000000,143907000000
143908000000,143908000000
143909000000,143909000000
143910000000,143910000000
143911000000,143911000000
143912000000,143912000000
143913000000,143913000000
143914000000,143914000000
143915000000,143915000000
143916000000,143916000000
143917000000,143917000000
143918000000,143918000000
143919000000,143919000000
143920000000,143920000000
143921000000,143921000000
143922000000,143922000000
143923000000,143923000000
143924000000,143924000000
143925000000,143925000000
143926000000,143926000000
143927000000,143927000000
143928000000,143928000000
143929000000,143929000000
143930000000,143930000000
143931000000,143931000000
143932000000,143932000000
143933000000,143933000000
143934000000,143934000000
143935000000,143935000000
143936000000,143936000000
143937000000,143937000000
143938000000,143938000000
143939000000,143939000000
143940000000,143940000000
143940000000,143941000000
143942000000,143942000000
143943000000,143943000000
143944000000,143944000000
143945000000,143945000000
143946000000,143946000000
143947000000,143947000000
143948000000,143948000000
143949000000,143949000000
143950000000,143950000000
143951000000,143951000000
143952000000,143952000000
143953000000,143953000000
143954000000,143954000000
143955000000,143955000000
143956000000,143956000000
143957000000,143957000000
143958000000,143958000000
143959000000,143959000000
143960000000,143960000000
143961000000,143961000000
143962000000,143962000000
143963000000,143963000000
143964000000,143964000000
143965000000,143965000000
143966000000,143966000000
143967000000,143967000000
143968000000,143968000000
143969000000,143969000000
143970000000,143970000000
143971000000,143971000000
143972000000,143972000000
143973000000,143973000000
143974000000,143974000000
143975000000,143975000000
143976000000,143976000000
143977000000,143977000000
143978000000,143978000000
143979000000,143979000000
143980000000,143980000000
143981000000,143981000000
143982000000,143982000000
143983000000,143983000000
143984000000,143984000000
143985000000,143985000000
143986000000,143986000000
143987000000,143987000000
143988000000,143988000000
143989000000,143989000000
143990000000,143990000000
143991000000,143991000000
143992000000,143992000000
143993000000,143993000000
143994000000,143994000000
143995000000,143995000000
143996000000,143996000000
143997000000,143997000000
143998000000,143998000000
143999000000,143999000000
144000000000,144000000000
144001000000,144001000000
144002000000,144002000000
144003000000,144003000000
144004000000,144004000000
144005000000,144005000000
144006000000,144006000000
144007000000,144007000000
144008000000,144008000000
144009000000,144009000000
144010000000,144010000000
144011000000,144011000000
144012000000,144012000000
144013000000,144013000000
144014000000,144014000000
144015000000,144015000000
144016000000,144016000000
144017000000,144017000000
144018000000,144018000000
144019000000,144019000000
144020000000,144020000000
144021000000,144021000000
144022000000,144022000000
144023000000,144023000000
144024000000,144024000000
144024000000,144025000000
144026000000,144026000000
144027000000,144027000000
144028000000,144028000000
144029000000,144029000000
144030000000,144030000000
144031000000,144031000000
144032000000,144032000000
144033000000,144033000000
144034000000,144034000000
144035000000,144035000000
144036000000,144036000000
144036000000,144037000000
144038000000,144038000000
144039000000,144039000000
144040000000,144040000000
144041000000,144041000000
144042000000,144042000000
144043000000,144043000000
144044000000,144044000000
144045000000,144045000000
144046000000,144046000000
144047000000,144047000000
144048000000,144048000000
144049000000,144049000000
144050000000,144050000000
144051000000,144051000000
144052000000,144052000000
144053000000,144053000000
144054000000,144054000000
144055000000,144055000000
144056000000,144056000000
144057000000,144057000000
144058000000,144058000000
144059000000,144059000000
144060000000,144060000000
144060000000,144061000000
144062000000,144062000000
144063000000,144063000000
144064000000,144064000000
144065000000,144065000000
144066000000,144066000000
144067000000,144067000000
144068000000,144068000000
144069000000,144069000000
144070000000,144070000000
144071000000,144071000000
144072000000,144072000000
144073000000,144073000000
144074000000,144074000000
144075000000,144075000000
144076000000,144076000000
144077000000,144077000000
144078000000,144078000000
144079000000,144079000000
144080000000,144080000000
144081000000,144081000000
144082000000,144082000000
144083000000,144083000000
144084000000,144084000000
144085000000,144085000000
144086000000,144086000000
144087000000,144087000000
144088000000,144088000000
144089000000,144089000000
144090000000,144090000000
144091000000,144091000000
144092000000,144092000000
144093000000,144093000000
144094000000,144094000000
144095000000,144095000000
144096000000,144096000000
144097000000,144097000000
144098000000,144098000000
144099000000,144099000000
144100000000,144100000000
144100000000,144101000000
144102000000,144102000000
144103000000,144103000000
144104000000,144104000000
144105000000,144105000000
144106000000,144106000000
144107000000,144107000000
144108000000,144108000000
144109000000,144109000000
144110000000,144110000000
144111000000,144111000000
144112000000,144112000000
144113000000,144113000000
144114000000,144114000000
144115000000,144115000000
144116000000,144116000000
144117000000,144117000000
144118000000,144118000000
144119000000,144119000000
144120000000,144120000000
144121000000,144121000000
144122000000,144122000000
144123000000,144123000000
144124000000,144124000000
144125000000,144125000000
144126000000,144126000000
144127000000,144127000000
144128000000,144128000000
144129000000,144129000000
144130000000,144130000000
144131000000,144131000000
144132000000,144132000000
144133000000,144133000000
144134000000,144134000000
144135000000,144135000000
144136000000,144136000000
144137000000,144137000000
144138000000,144138000000
144139000000,144139000000
144140000000,144140000000
144141000000,144141000000
144142000000,144142000000
144143000000,144143000000
144144000000,144144000000
144145000000,144145000000
144146000000,144146000000
144147000000,144147000000
144148000000,144148000000
144149000000,144149000000
144150000000,144150000000
144151000000,144151000000
144152000000,144152000000
144153000000,144153000000
144154000000,144154000000
144155000000,144155000000
144156000000,144156000000
144157000000,144157000000
144158000000,144158000000
144159000000,144159000000
144160000000,144160000000
144161000000,144161000000
144162000000,144162000000
144163000000,144163000000
144164000000,144164000000
144165000000,144165000000
144166000000,144166000000
144167000000,144167000000
144168000000,144168000000
144169000000,144169000000
144170000000,144170000000
144171000000,144171000000
144172000000,144172000000
144173000000,144173000000
144174000000,144174000000
144175000000,144175000000
144176000000,144176000000
144177000000,144177000000
144178000000,144178000000
144179000000,144179000000
144180000000,144180000000
144181000000,144181000000
144182000000,144182000000
144183000000,144183000000
144184000000,144184000000
144185000000,144185000000
144186000000,144186000000
144187000000,144187000000
